tick,temperature,pressure
3288810,4074,42133
3288823,4074,42125
3288836,4075,42136
3288849,4077,42124
3288862,4077,42129
3288876,4077,42129
3288889,4079,42130
3288907,4079,42129
3288924,4079,42130
3288941,4077,42133
3288954,4079,42134
3288972,4077,42136
3288989,4077,42134
3289004,4077,42136
3289050,4067,42143
3289063,4070,42143
3289078,4070,42142
3289091,4072,42137
3289104,4072,42141
3289117,4074,42141
3289130,4074,42141
3289143,4075,42140
3289161,4075,42145
3289178,4075,42141
3289195,4075,42149
3289209,4075,42149
3289227,4075,42146
3289246,4074,42149
3289261,4074,42150
3289276,4074,42153
3289289,4075,42154
3289302,4077,42158
3289320,4077,42152
3289333,4079,42156
3289346,4077,42155
3289359,4080,42160
3289373,4079,42159
3289391,4079,42163
3289438,4069,42161
3289455,4069,42167
3289468,4070,42170
3289487,4070,42169
3289504,4070,42171
3289517,4072,42167
3289530,4074,42179
3289543,4075,42176
3289559,4074,42170
3289572,4075,42176
3289587,4075,42179
3289600,4077,42179
3289613,4079,42188
3289626,4079,42187
3289644,4079,42186
3289663,4075,42185
3289680,4077,42189
3289693,4077,42191
3289711,4077,42182
3289728,4075,42191
3289741,4077,42193
3289754,4077,42197
3289767,4080,42194
3289811,4069,42196
3289824,4070,42203
3289837,4075,42205
3289855,4074,42205
3289873,4072,42202
3289894,4072,42205
3289911,4072,42208
3289924,4074,42210
3289942,4072,42207
3289962,4072,42213
3289976,4074,42213
3289991,4074,42215
3290004,4074,42213
3290019,4074,42212
3290032,4077,42216
3290045,4077,42218
3290058,4079,42215
3290074,4079,42220
3290089,4079,42218
3290107,4077,42218
3290124,4077,42219
3290142,4077,42219
3290185,4069,42226
3290203,4067,42222
3290220,4069,42224
3290235,4069,42225
3290248,4070,42228
3290261,4072,42227
3290274,4072,42224
3290288,4074,42227
3290301,4075,42231
3290314,4075,42229
3290327,4077,42222
3290340,4077,42232
3290358,4077,42230
3290380,4074,42231
3290399,4074,42233
3290412,4075,42229
3290430,4074,42223
3290452,4072,42226
3290465,4072,42231
3290478,4075,42232
3290493,4074,42226
3290506,4075,42228
3290519,4077,42229
3290562,4069,42233
3290577,4069,42236
3290596,4067,42231
3290613,4067,42236
3290632,4069,42234
3290645,4069,42237
3290662,4069,42234
3290681,4069,42236
3290695,4069,42236
3290708,4070,42236
3290721,4072,42237
3290734,4074,42241
3290747,4074,42246
3290760,4074,42243
3290773,4075,42243
3290787,4075,42237
3290800,4077,42243
3290817,4075,42241
3290834,4075,42248
3290851,4075,42244
3290866,4075,42245
3290884,4075,42248
3290905,4074,42248
3290948,4065,42251
3290961,4065,42248
3290974,4069,42250
3290987,4070,42251
3291000,4070,42260
3291013,4072,42256
3291028,4072,42260
3291041,4074,42264
3291054,4074,42255
3291071,4074,42262
3291089,4072,42268
3291106,4072,42270
3291119,4072,42270
3291138,4072,42274
3291155,4072,42275
3291168,4072,42270
3291181,4074,42277
3291194,4077,42277
3291209,4075,42274
3291222,4077,42280
3291235,4077,42280
3291248,4077,42282
3291261,4079,42287
3291274,4079,42285
3291324,4067,42284
3291341,4067,42292
3291360,4069,42293
3291373,4069,42293
3291391,4069,42293
3291408,4069,42294
3291421,4070,42294
3291438,4069,42294
3291451,4070,42293
3291464,4072,42295
3291477,4072,42296
3291492,4074,42302
3291505,4074,42298
3291518,4074,42299
3291531,4075,42295
3291549,4075,42293
3291566,4074,42299
3291583,4074,42304
3291598,4075,42296
3291615,4074,42296
3291632,4074,42295
3291646,4074,42296
3291689,4067,42304
3291702,4069,42303
3291715,4069,42304
3291728,4070,42303
3291741,4070,42307
3291754,4072,42311
3291767,4074,42316
3291782,4074,42315
3291800,4072,42311
3291817,4072,42314
3291834,4072,42316
3291847,4072,42314
3291864,4074,42316
3291881,4072,42320
3291896,4072,42320
3291909,4075,42315
3291922,4075,42322
3291941,4074,42317
3291954,4074,42323
3291967,4075,42324
3291980,4077,42325
3291993,4077,42320
3292006,4077,42321
3292033,4074,42322
3292083,4064,42317
3292101,4064,42324
3292114,4064,42323
3292131,4065,42319
3292148,4065,42314
3292161,4067,42317
3292176,4067,42320
3292191,4069,42319
3292204,4069,42320
3292217,4072,42323
3292230,4070,42317
3292243,4074,42324
3292256,4074,42322
3292269,4074,42320
3292286,4075,42317
3292304,4072,42315
3292321,4075,42319
3292334,4074,42311
3292351,4074,42318
3292368,4074,42322
3292381,4074,42322
3292394,4074,42315
3292409,4077,42315
3292452,4065,42307
3292467,4067,42308
3292484,4067,42310
3292502,4067,42312
3292519,4067,42313
3292536,4067,42312
3292549,4069,42324
3292566,4069,42318
3292583,4069,42322
3292597,4069,42323
3292612,4070,42335
3292625,4072,42337
3292638,4072,42333
3292651,4072,42326
3292664,4074,42332
3292677,4074,42330
3292692,4075,42333
3292705,4075,42337
3292722,4074,42342
3292739,4074,42335
3292757,4074,42346
3292770,4074,42342
3292787,4074,42350
3292835,4064,42347
3292848,4065,42354
3292861,4067,42354
3292874,4067,42359
3292887,4070,42365
3292900,4070,42366
3292914,4072,42365
3292927,4072,42367
3292940,4074,42368
3292953,4074,42368
3292970,4074,42365
3292991,4072,42370
3293008,4072,42371
3293021,4072,42369
3293038,4072,42376
3293056,4072,42374
3293069,4072,42381
3293082,4074,42378
3293095,4074,42379
3293108,4075,42378
3293121,4075,42392
3293134,4077,42378
3293147,4077,42384
3293160,4079,42389
3293204,4069,42394
3293223,4067,42397
3293240,4069,42406
3293257,4069,42394
3293270,4069,42401
3293287,4069,42414
3293304,4069,42411
3293317,4070,42404
3293330,4070,42411
3293343,4072,42420
3293356,4072,42418
3293369,4074,42424
3293382,4074,42419
3293395,4075,42419
3293412,4074,42416
3293425,4074,42433
3293442,4074,42430
3293459,4074,42424
3293477,4072,42434
3293492,4072,42437
3293510,4072,42434
3293527,4072,42437
3293541,4070,42440
3293584,4064,42443
3293597,4065,42446
3293612,4067,42452
3293625,4069,42452
3293638,4069,42448
3293651,4070,42460
3293664,4070,42451
3293677,4070,42451
3293694,4072,42451
3293713,4070,42452
3293732,4069,42452
3293745,4070,42455
3293762,4070,42455
3293779,4070,42460
3293793,4070,42459
3293806,4070,42461
3293821,4072,42464
3293834,4072,42464
3293847,4074,42463
3293860,4074,42464
3293873,4074,42462
3293886,4075,42459
3293899,4075,42454
3293918,4075,42463
3293965,4064,42461
3293982,4065,42464
3293995,4065,42464
3294012,4065,42468
3294033,4065,42471
3294048,4065,42470
3294061,4067,42471
3294074,4069,42478
3294087,4069,42477
3294100,4070,42480
3294117,4069,42483
3294130,4070,42485
3294143,4070,42486
3294156,4070,42487
3294173,4072,42483
3294190,4072,42481
3294209,4070,42482
3294222,4072,42488
3294241,4070,42484
3294258,4070,42490
3294271,4070,42491
3294284,4072,42488
3294327,4064,42492
3294340,4064,42494
3294353,4065,42495
3294366,4067,42494
3294379,4069,42491
3294398,4067,42490
3294416,4067,42495
3294433,4067,42491
3294446,4069,42493
3294464,4067,42489
3294481,4067,42494
3294494,4069,42503
3294507,4069,42496
3294521,4072,42503
3294539,4070,42503
3294552,4070,42503
3294565,4070,42503
3294578,4074,42500
3294591,4074,42507
3294604,4072,42504
3294623,4072,42509
3294640,4072,42502
3294657,4070,42498
3294700,4064,42504
3294719,4062,42502
3294736,4062,42504
3294749,4064,42510
3294762,4065,42507
3294778,4064,42504
3294791,4067,42509
3294806,4070,42512
3294822,4069,42508
3294835,4069,42509
3294848,4069,42504
3294861,4070,42504
3294879,4069,42510
3294896,4069,42511
3294913,4069,42505
3294928,4070,42501
3294946,4069,42509
3294963,4069,42503
3294976,4070,42508
3294989,4070,42506
3295002,4072,42507
3295015,4072,42507
3295028,4074,42498
3295077,4062,42490
3295096,4062,42497
3295113,4060,42497
3295132,4062,42502
3295145,4064,42494
3295163,4062,42491
3295180,4062,42493
3295193,4064,42495
3295206,4064,42498
3295221,4067,42497
3295234,4067,42488
3295247,4069,42489
3295260,4069,42493
3295273,4070,42490
3295289,4069,42492
3295302,4070,42493
3295320,4070,42495
3295337,4069,42493
3295354,4069,42491
3295368,4069,42497
3295387,4067,42500
3295404,4067,42501
3295448,4060,42505
3295461,4059,42500
3295474,4064,42503
3295487,4064,42502
3295500,4065,42503
3295516,4065,42503
3295530,4067,42506
3295543,4064,42500
3295556,4067,42508
3295574,4065,42507
3295595,4065,42510
3295612,4065,42509
3295627,4064,42511
3295645,4064,42514
3295662,4065,42520
3295675,4067,42518
3295688,4067,42522
3295701,4067,42523
3295716,4069,42523
3295729,4067,42523
3295742,4069,42532
3295755,4070,42531
3295768,4070,42531
3295781,4072,42533
3295831,4062,42541
3295848,4062,42543
3295865,4060,42542
3295878,4062,42545
3295896,4062,42549
3295913,4062,42555
3295926,4062,42550
3295941,4064,42556
3295954,4065,42561
3295967,4064,42554
3295980,4065,42558
3295993,4067,42558
3296006,4069,42556
3296019,4070,42564
3296032,4070,42565
3296051,4070,42565
3296071,4069,42567
3296088,4067,42576
3296103,4069,42578
3296120,4067,42581
3296139,4067,42580
3296153,4067,42583
3296196,4059,42584
3296209,4062,42590
3296226,4059,42591
3296239,4060,42590
3296252,4064,42594
3296265,4067,42598
3296278,4067,42598
3296291,4067,42598
3296309,4065,42595
3296326,4065,42600
3296347,4064,42596
3296361,4064,42602
3296379,4064,42602
3296396,4065,42608
3296409,4067,42609
3296422,4069,42610
3296436,4069,42614
3296449,4070,42619
3296462,4070,42614
3296475,4070,42614
3296488,4070,42616
3296501,4072,42620
3296514,4074,42623
3296533,4070,42622
3296580,4060,42612
3296597,4062,42616
3296610,4062,42621
3296628,4062,42622
3296651,4060,42624
3296665,4060,42619
3296678,4064,42627
3296693,4064,42621
3296706,4065,42631
3296719,4067,42627
3296734,4065,42627
3296747,4067,42624
3296760,4065,42626
3296773,4069,42624
3296791,4069,42631
3296808,4067,42626
3296825,4067,42630
3296838,4069,42631
3296858,4065,42636
3296875,4069,42637
3296888,4067,42636
3296904,4067,42640
3296948,4060,42635
3296961,4062,42638
3296974,4062,42639
3296987,4064,42640
3297000,4062,42640
3297018,4064,42640
3297035,4064,42650
3297052,4064,42644
3297065,4065,42646
3297084,4064,42643
3297101,4065,42653
3297114,4064,42646
3297127,4067,42645
3297142,4067,42652
3297160,4067,42648
3297173,4069,42660
3297186,4067,42655
3297199,4067,42652
3297212,4069,42659
3297225,4070,42659
3297244,4069,42661
3297261,4067,42660
3297279,4067,42662
3297323,4059,42665
3297341,4062,42672
3297358,4057,42667
3297371,4060,42662
3297384,4062,42661
3297400,4064,42664
3297413,4062,42666
3297426,4064,42676
3297441,4065,42673
3297454,4065,42670
3297467,4065,42671
3297480,4069,42679
3297498,4067,42672
3297520,4064,42681
3297538,4062,42681
3297552,4067,42689
3297569,4064,42684
3297586,4064,42690
3297602,4064,42690
3297615,4065,42685
3297628,4067,42685
3297643,4065,42688
3297656,4065,42691
3297703,4059,42693
3297720,4057,42694
3297738,4057,42692
3297755,4059,42697
3297768,4060,42693
3297785,4060,42691
3297802,4060,42696
3297815,4060,42687
3297828,4062,42693
3297841,4062,42694
3297854,4064,42697
3297867,4065,42698
3297880,4065,42701
3297894,4065,42693
3297909,4065,42690
3297922,4067,42701
3297939,4067,42698
3297957,4065,42697
3297974,4064,42704
3297988,4065,42703
3298005,4065,42702
3298022,4065,42711
3298036,4065,42706
3298080,4059,42710
3298093,4057,42710
3298106,4059,42720
3298119,4059,42708
3298132,4062,42714
3298147,4062,42713
3298160,4062,42713
3298173,4064,42720
3298190,4064,42711
3298211,4060,42713
3298228,4062,42725
3298243,4060,42714
3298260,4064,42724
3298277,4060,42725
3298290,4062,42721
3298305,4062,42723
3298318,4062,42722
3298331,4064,42716
3298344,4065,42721
3298357,4065,42724
3298370,4067,42729
3298383,4067,42728
3298396,4069,42728
3298415,4067,42727
3298463,4055,42727
3298480,4055,42729
3298493,4057,42731
3298510,4057,42733
3298528,4055,42734
3298541,4057,42734
3298555,4059,42733
3298568,4060,42732
3298581,4060,42730
3298594,4062,42731
3298607,4062,42736
3298620,4062,42730
3298633,4064,42736
3298648,4064,42729
3298665,4064,42735
3298682,4062,42732
3298699,4062,42735
3298714,4064,42734
3298731,4062,42730
3298749,4062,42735
3298762,4062,42733
3298775,4064,42738
3298788,4064,42733
3298831,4055,42729
3298844,4057,42737
3298857,4057,42729
3298872,4057,42732
3298889,4057,42736
3298906,4059,42739
3298923,4057,42735
3298936,4060,42737
3298956,4057,42734
3298973,4057,42737
3298986,4057,42736
3299001,4059,42741
3299014,4060,42740
3299027,4060,42736
3299040,4062,42742
3299053,4062,42736
3299066,4064,42742
3299079,4064,42744
3299093,4064,42744
3299110,4062,42738
3299127,4064,42742
3299147,4060,42740
3299161,4062,42746
3299209,4052,42746
3299226,4052,42748
3299239,4054,42740
3299258,4054,42745
3299271,4054,42738
3299284,4055,42744
3299297,4057,42744
3299310,4059,42751
3299323,4059,42749
3299336,4059,42750
3299349,4060,42749
3299366,4060,42749
3299383,4059,42746
3299400,4059,42750
3299413,4060,42752
3299430,4060,42754
3299448,4059,42752
3299464,4059,42752
3299477,4060,42749
3299490,4060,42759
3299503,4062,42758
3299516,4062,42759
3299529,4064,42758
3299573,4054,42757
3299597,4054,42761
3299616,4052,42762
3299633,4050,42757
3299646,4052,42756
3299665,4052,42759
3299682,4052,42761
3299697,4054,42765
3299710,4055,42764
3299723,4055,42768
3299736,4057,42770
3299749,4057,42762
3299768,4057,42770
3299781,4059,42767
3299794,4059,42771
3299807,4059,42765
3299824,4060,42775
3299843,4059,42773
3299860,4057,42765
3299873,4060,42771
3299890,4059,42774
3299907,4057,42769
3299950,4050,42770
3299965,4050,42774
3299978,4054,42774
3299991,4054,42775
3300006,4054,42775
3300019,4055,42774
3300032,4055,42781
3300045,4057,42780
3300058,4059,42784
3300075,4059,42786
3300092,4057,42784
3300110,4055,42782
3300123,4059,42781
3300140,4059,42787
3300157,4055,42785
3300170,4057,42785
3300183,4057,42789
3300196,4060,42788
3300209,4060,42791
3300222,4062,42790
3300237,4060,42791
3300250,4060,42791
3300269,4062,42796
3300282,4060,42798
3300329,4050,42802
3300346,4050,42803
3300364,4052,42809
3300377,4052,42803
3300396,4050,42812
3300413,4050,42811
3300426,4054,42814
3300439,4054,42819
3300452,4055,42815
3300465,4055,42815
3300478,4057,42821
3300491,4059,42821
3300506,4057,42820
3300521,4059,42824
3300534,4060,42825
3300551,4057,42820
3300569,4059,42827
3300586,4057,42826
3300600,4057,42829
3300617,4059,42832
3300634,4057,42831
3300647,4059,42834
3300662,4057,42837
3300705,4050,42839
3300718,4050,42839
3300731,4052,42840
3300744,4054,42843
3300757,4054,42841
3300776,4054,42840
3300793,4054,42842
3300812,4052,42849
3300825,4054,42847
3300842,4054,42849
3300861,4054,42851
3300875,4054,42855
3300888,4055,42855
3300901,4057,42859
3300914,4057,42853
3300927,4057,42857
3300940,4059,42856
3300953,4060,42859
3300966,4060,42859
3300979,4060,42858
3300996,4060,42867
3301015,4059,42870
3301033,4059,42868
3301076,4050,42878
3301096,4049,42878
3301113,4050,42883
3301126,4050,42883
3301141,4050,42887
3301154,4052,42890
3301168,4054,42899
3301181,4055,42899
3301194,4055,42901
3301207,4057,42907
3301220,4059,42906
3301233,4060,42909
3301250,4059,42913
3301269,4057,42914
3301286,4057,42920
3301299,4059,42926
3301320,4057,42933
3301337,4057,42928
3301350,4057,42931
3301363,4059,42932
3301378,4057,42932
3301391,4060,42939
3301404,4060,42943
3301447,4052,42947
3301460,4052,42946
3301478,4050,42949
3301497,4052,42952
3301514,4052,42946
3301528,4052,42950
3301546,4052,42957
3301565,4052,42957
3301580,4052,42958
3301593,4054,42958
3301606,4054,42961
3301619,4057,42969
3301632,4057,42970
3301645,4059,42969
3301660,4060,42971
3301673,4059,42974
3301686,4062,42968
3301704,4059,42972
3301721,4059,42972
3301738,4059,42977
3301753,4059,42978
3301772,4057,42979
3301789,4057,42977
3301833,4049,42986
3301846,4050,42974
3301864,4050,42981
3301879,4050,42983
3301892,4052,42985
3301905,4052,42984
3301918,4054,42992
3301931,4055,42994
3301944,4057,42991
3301962,4055,42989
3301979,4055,42992
3301996,4055,42993
3302009,4055,42990
3302027,4055,42998
3302045,4055,42997
3302058,4055,43002
3302074,4055,42997
3302087,4057,43000
3302104,4057,42998
3302117,4057,43000
3302130,4059,43001
3302143,4059,43008
3302156,4060,43010
3302200,4050,43013
3302218,4052,43000
3302235,4052,43010
3302252,4052,43005
3302265,4052,43008
3302284,4052,43014
3302301,4052,43011
3302314,4054,43016
3302327,4054,43014
3302340,4055,43021
3302353,4057,43022
3302372,4055,43011
3302385,4057,43017
3302398,4057,43025
3302411,4057,43010
3302424,4059,43017
3302442,4057,43020
3302472,4052,43021
3302491,4054,43028
3302505,4054,43034
3302523,4052,43026
3302540,4054,43027
3302584,4045,43035
3302597,4047,43030
3302610,4047,43027
3302626,4047,43037
3302639,4050,43043
3302652,4050,43035
3302665,4052,43028
3302679,4052,43042
3302692,4054,43045
3302710,4054,43040
3302727,4054,43042
3302746,4052,43041
3302759,4052,43043
3302778,4052,43045
3302795,4052,43044
3302808,4052,43045
3302821,4054,43043
3302834,4054,43051
3302847,4055,43055
3302860,4057,43053
3302875,4055,43052
3302893,4055,43058
3302906,4057,43053
3302949,4049,43055
3302967,4049,43059
3302984,4049,43055
3303001,4047,43059
3303014,4049,43062
3303033,4049,43060
3303050,4049,43068
3303063,4050,43062
3303076,4050,43065
3303089,4052,43059
3303103,4052,43071
3303116,4054,43065
3303132,4054,43066
3303145,4054,43067
3303158,4055,43066
3303175,4055,43072
3303193,4054,43075
3303210,4052,43071
3303227,4052,43074
3303240,4054,43077
3303258,4054,43078
3303277,4052,43079
3303320,4044,43085
3303333,4045,43085
3303346,4047,43083
3303359,4049,43081
3303374,4049,43084
3303389,4049,43090
3303402,4049,43095
3303415,4052,43089
3303433,4050,43097
3303450,4050,43091
3303467,4049,43093
3303484,4050,43094
3303497,4052,43101
3303515,4050,43094
3303532,4050,43100
3303545,4050,43091
3303558,4052,43092
3303571,4054,43094
3303585,4054,43091
3303598,4055,43098
3303611,4055,43094
3303624,4055,43094
3303640,4054,43098
3303653,4055,43102
3303701,4045,43108
3303718,4045,43108
3303735,4044,43108
3303749,4047,43107
3303767,4047,43110
3303786,4045,43106
3303799,4045,43106
3303812,4049,43114
3303825,4049,43117
3303838,4050,43121
3303851,4050,43122
3303867,4050,43123
3303882,4052,43123
3303895,4052,43130
3303908,4054,43135
3303926,4052,43129
3303948,4050,43135
3303965,4050,43139
3303978,4050,43138
3303996,4050,43137
3304015,4049,43142
3304029,4050,43148
3304073,4040,43141
3304086,4044,43151
3304099,4045,43148
3304113,4045,43155
3304126,4045,43154
3304139,4047,43141
3304152,4049,43153
3304165,4050,43152
3304186,4047,43156
3304203,4047,43158
3304220,4047,43151
3304233,4049,43165
3304251,4049,43169
3304277,4045,43170
3304292,4045,43169
3304305,4047,43175
3304318,4047,43180
3304331,4049,43176
3304346,4049,43173
3304359,4049,43174
3304372,4050,43180
3304387,4052,43180
3304400,4052,43178
3304447,4042,43190
3304464,4042,43186
3304481,4042,43185
3304496,4044,43186
3304513,4044,43188
3304530,4044,43180
3304543,4045,43184
3304556,4047,43186
3304569,4047,43184
3304585,4047,43181
3304600,4047,43182
3304613,4050,43186
3304626,4050,43189
3304639,4052,43186
3304652,4052,43181
3304669,4050,43182
3304686,4050,43183
3304706,4049,43184
3304719,4050,43185
3304736,4049,43187
3304753,4049,43184
3304767,4050,43188
3304811,4040,43188
3304824,4042,43185
3304837,4044,43193
3304850,4044,43192
3304863,4045,43196
3304876,4047,43196
3304889,4049,43200
3304904,4047,43196
3304921,4049,43196
3304938,4047,43196
3304955,4047,43194
3304968,4047,43191
3304987,4047,43191
3305008,4045,43194
3305022,4045,43189
3305035,4047,43186
3305048,4047,43187
3305063,4049,43188
3305076,4049,43181
3305089,4052,43185
3305102,4050,43185
3305115,4052,43184
3305129,4050,43182
3305146,4052,43190
3305193,4042,43181
3305211,4039,43182
3305224,4044,43193
3305243,4042,43189
3305260,4042,43179
3305275,4044,43190
3305290,4042,43192
3305305,4045,43192
3305318,4044,43196
3305331,4045,43191
3305344,4047,43201
3305357,4049,43195
3305370,4049,43193
3305383,4050,43195
3305402,4047,43205
3305419,4045,43209
3305436,4047,43211
3305449,4050,43219
3305466,4049,43209
3305483,4049,43217
3305496,4049,43223
3305513,4050,43238
3305557,4039,43239
3305570,4040,43237
3305583,4040,43238
3305597,4045,43247
3305610,4044,43248
3305627,4044,43252
3305644,4044,43251
3305661,4044,43265
3305674,4045,43249
3305691,4047,43268
3305709,4044,43263
3305722,4045,43271
3305735,4045,43265
3305750,4047,43269
3305763,4047,43267
3305776,4049,43272
3305789,4050,43268
3305804,4049,43272
3305817,4052,43278
3305830,4052,43277
3305847,4050,43276
3305864,4050,43284
3305881,4049,43280
3305896,4049,43288
3305943,4039,43284
3305960,4039,43287
3305975,4040,43285
3305988,4042,43290
3306001,4042,43290
3306014,4044,43285
3306027,4045,43288
3306044,4045,43286
3306059,4045,43291
3306072,4045,43292
3306085,4045,43292
3306102,4047,43295
3306120,4044,43294
3306137,4045,43303
3306150,4047,43301
3306167,4045,43306
3306185,4044,43306
3306200,4047,43305
3306213,4045,43315
3306226,4047,43312
3306239,4049,43316
3306254,4049,43313
3306267,4049,43312
3306313,4040,43326
3306330,4039,43319
3306347,4039,43331
3306364,4040,43334
3306377,4040,43337
3306394,4040,43328
3306412,4042,43327
3306425,4042,43331
3306438,4042,43335
3306451,4044,43335
3306464,4045,43338
3306477,4045,43337
3306490,4047,43331
3306503,4049,43333
3306516,4049,43330
3306531,4049,43326
3306552,4047,43326
3306569,4045,43324
3306586,4044,43316
3306599,4045,43313
3306617,4045,43317
3306634,4044,43313
3306649,4044,43311
3306692,4035,43302
3306706,4039,43304
3306719,4037,43303
3306732,4039,43304
3306745,4042,43308
3306758,4042,43301
3306771,4044,43303
3306786,4042,43309
3306805,4044,43309
3306822,4042,43308
3306839,4042,43307
3306852,4042,43313
3306871,4042,43312
3306888,4042,43310
3306902,4042,43315
3306917,4042,43307
3306930,4044,43310
3306943,4045,43312
3306956,4045,43312
3306969,4047,43312
3306982,4047,43313
3306995,4047,43317
3307008,4049,43316
3307025,4049,43319
3307073,4037,43321
3307092,4037,43325
3307105,4037,43326
3307122,4039,43331
3307140,4037,43331
3307153,4040,43330
3307166,4040,43332
3307179,4042,43338
3307192,4042,43329
3307205,4044,43343
3307219,4045,43346
3307232,4045,43351
3307245,4047,43352
3307258,4047,43353
3307275,4045,43358
3307294,4045,43360
3307312,4044,43369
3307325,4045,43365
3307344,4044,43373
3307361,4044,43384
3307374,4044,43381
3307387,4045,43388
3307400,4047,43392
3307444,4037,43383
3307457,4039,43396
3307470,4039,43388
3307483,4040,43400
3307502,4039,43397
3307519,4040,43407
3307536,4040,43405
3307549,4040,43403
3307566,4042,43404
3307583,4040,43412
3307600,4040,43411
3307615,4040,43423
3307628,4042,43416
3307641,4042,43417
3307654,4044,43429
3307667,4045,43430
3307680,4045,43424
3307693,4047,43427
3307706,4047,43427
3307725,4045,43430
3307742,4045,43436
3307759,4044,43428
3307773,4045,43433
3307821,4035,43441
3307840,4035,43429
3307853,4037,43441
3307866,4039,43445
3307879,4037,43443
3307892,4037,43440
3307905,4040,43440
3307920,4040,43441
3307933,4042,43444
3307946,4044,43445
3307959,4044,43439
3307976,4042,43439
3307993,4042,43440
3308010,4042,43442
3308025,4040,43443
3308042,4042,43452
3308059,4040,43439
3308074,4042,43448
3308087,4042,43454
3308104,4042,43451
3308117,4044,43454
3308130,4044,43458
3308143,4045,43450
3308187,4035,43460
3308204,4035,43459
3308222,4035,43459
3308239,4035,43454
3308252,4037,43453
3308269,4037,43469
3308286,4037,43466
3308299,4039,43467
3308312,4039,43469
3308327,4039,43465
3308342,4039,43462
3308355,4040,43464
3308368,4040,43469
3308381,4042,43468
3308394,4044,43471
3308407,4045,43479
3308426,4044,43475
3308443,4042,43470
3308460,4042,43475
3308473,4044,43475
3308490,4042,43476
3308507,4040,43480
3308521,4042,43484
3308564,4033,43478
3308577,4035,43482
3308590,4035,43480
3308603,4037,43476
3308616,4039,43483
3308636,4037,43486
3308649,4037,43484
3308662,4039,43487
3308687,4035,43484
3308707,4033,43485
3308725,4033,43488
3308740,4035,43500
3308757,4035,43501
3308774,4035,43497
3308788,4035,43493
3308801,4037,43500
3308814,4039,43500
3308829,4039,43500
3308842,4039,43500
3308858,4039,43504
3308871,4039,43504
3308884,4039,43502
3308897,4040,43503
3308945,4030,43505
3308962,4030,43509
3308979,4030,43508
3308992,4032,43503
3309010,4032,43502
3309027,4032,43498
3309042,4032,43499
3309055,4033,43497
3309068,4035,43500
3309082,4035,43498
3309095,4037,43493
3309108,4037,43489
3309121,4039,43494
3309134,4039,43489
3309152,4039,43498
3309170,4039,43489
3309187,4037,43487
3309204,4035,43482
3309217,4037,43485
3309236,4037,43482
3309253,4037,43485
3309267,4037,43482
3309310,4028,43482
3309327,4028,43480
3309340,4030,43482
3309353,4032,43479
3309366,4033,43483
3309379,4035,43499
3309396,4035,43500
3309413,4033,43504
3309432,4035,43508
3309451,4033,43512
3309464,4033,43513
3309482,4033,43519
3309499,4035,43538
3309513,4035,43532
3309526,4039,43541
3309539,4037,43540
3309552,4040,43545
3309565,4040,43554
3309578,4039,43547
3309591,4044,43556
3309604,4040,43557
3309619,4044,43565
3309638,4042,43565
3309685,4032,43572
3309704,4030,43578
3309717,4033,43581
3309736,4032,43586
3309753,4032,43584
3309766,4033,43584
3309779,4035,43586
3309792,4037,43592
3309805,4037,43592
3309818,4039,43591
3309833,4039,43595
3309846,4039,43593
3309859,4040,43595
3309872,4042,43600
3309890,4040,43599
3309909,4039,43597
3309928,4039,43602
3309941,4039,43592
3309959,4039,43593
3309976,4037,43602
3309989,4039,43602
3310004,4039,43596
3310017,4040,43597
3310060,4030,43602
3310073,4032,43604
3310088,4033,43608
3310101,4033,43609
3310119,4033,43605
3310138,4033,43609
3310155,4032,43603
3310170,4033,43606
3310188,4033,43608
3310205,4033,43620
3310223,4032,43616
3310238,4033,43621
3310251,4033,43609
3310264,4035,43615
3310277,4037,43624
3310290,4039,43617
3310305,4039,43622
3310318,4039,43620
3310333,4039,43619
3310351,4039,43616
3310368,4039,43631
3310385,4037,43624
3310399,4037,43629
3310447,4028,43625
3310466,4028,43630
3310479,4028,43629
3310492,4030,43633
3310505,4030,43635
3310518,4032,43631
3310531,4035,43635
3310544,4035,43635
3310557,4037,43642
3310570,4037,43636
3310584,4039,43634
3310602,4035,43635
3310619,4037,43642
3310639,4035,43641
3310652,4037,43643
3310670,4033,43632
3310687,4033,43634
3310700,4037,43638
3310713,4037,43650
3310732,4035,43642
3310745,4037,43648
3310758,4039,43647
3310771,4039,43646
3310814,4028,43649
3310833,4028,43643
3310853,4028,43652
3310870,4028,43648
3310883,4030,43651
3310901,4028,43653
3310918,4030,43653
3310933,4030,43652
3310946,4030,43656
3310959,4033,43654
3310975,4032,43656
3310988,4033,43659
3311001,4033,43659
3311014,4035,43659
3311027,4037,43664
3311040,4039,43656
3311058,4037,43661
3311075,4037,43671
3311094,4035,43661
3311108,4033,43661
3311126,4035,43663
3311144,4035,43667
3311188,4025,43670
3311201,4027,43668
3311216,4028,43672
3311229,4028,43668
3311243,4032,43674
3311256,4032,43678
3311280,4028,43680
3311293,4032,43686
3311310,4030,43693
3311327,4030,43690
3311345,4030,43694
3311359,4032,43698
3311376,4032,43698
3311393,4032,43698
3311406,4032,43703
3311419,4033,43708
3311432,4035,43716
3311447,4035,43708
3311460,4035,43719
3311473,4037,43721
3311488,4037,43717
3311501,4039,43713
3311514,4039,43717
3311564,4027,43725
3311581,4027,43724
3311599,4027,43731
3311612,4028,43732
3311629,4030,43732
